name,address,website,phone,source_url,sector,employees_estimate,business_type,cnpj,capital_social,socios
SP Oficina,,,,https://www.google.com/maps/place/SP+Oficina/data=!4m7!3m6!1s0x94ce5d0bb6d68993:0x161701b3e60a9fee!8m2!3d-23.5934562!4d-46.5729149!16s%2Fg%2F11c7s_b6cc!19sChIJk4nWtgtdzpQR7p8K5rMBFxY?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
Autotec Serviços Automotivos - Oficina Mecânica em São Paulo,,,,https://www.google.com/maps/place/Autotec+Servi%C3%A7os+Automotivos+-+Oficina+Mec%C3%A2nica+em+S%C3%A3o+Paulo/data=!4m7!3m6!1s0x94ce5dd96cdccbe9:0x7c007dc2a77f234e!8m2!3d-23.6001899!4d-46.525495!16s%2Fg%2F11kqfnf91x!19sChIJ6cvcbNldzpQRTiN_p8J9AHw?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
DAF AutoCenter Oficina Mecânica em São Paulo,,,,https://www.google.com/maps/place/DAF+AutoCenter+Oficina+Mec%C3%A2nica+em+S%C3%A3o+Paulo/data=!4m7!3m6!1s0x94ce597835490421:0xffcc245496b0fa7b!8m2!3d-23.5387709!4d-46.644993!16s%2Fg%2F11krv3phpc!19sChIJIQRJNXhZzpQRe_qwllQkzP8?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
"Auto Mecânica do Vale - Oficina Mecânica na Pompéia, Perdizes, Zona Oeste, SP",,,,"https://www.google.com/maps/place/Auto+Mec%C3%A2nica+do+Vale+-+Oficina+Mec%C3%A2nica+na+Pomp%C3%A9ia,+Perdizes,+Zona+Oeste,+SP/data=!4m7!3m6!1s0x94ce57e40ea1417b:0x19f667e08ac4c3a4!8m2!3d-23.5324474!4d-46.684228!16s%2Fg%2F1ptwsbhww!19sChIJe0GhDuRXzpQRpMPEiuBn9hk?authuser=0&hl=pt-BR&rclk=1",,,,,,[]
Impacto Prime - Santo André,,,,https://www.google.com/maps/place/Impacto+Prime+-+Santo+Andr%C3%A9/data=!4m7!3m6!1s0x94ce4362fb60e7ff:0xde414b3b44e247aa!8m2!3d-23.650741!4d-46.521974!16s%2Fg%2F11v0p2_7r1!19sChIJ_-dg-2JDzpQRqkfiRDtLQd4?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
Thiago's Injeção Eletrônica Corpo de Borboleta - TBI,,,,https://www.google.com/maps/place/Thiago%27s+Inje%C3%A7%C3%A3o+Eletr%C3%B4nica+Corpo+de+Borboleta+-+TBI/data=!4m7!3m6!1s0x94ce5b120ffcf583:0xa73b73122a06b487!8m2!3d-23.629326!4d-46.616764!16s%2Fg%2F11gfmng_t9!19sChIJg_X8DxJbzpQRh7QGKhJzO6c?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
Auto Mecânica Provence,,,,https://www.google.com/maps/place/Auto+Mec%C3%A2nica+Provence/data=!4m7!3m6!1s0x94ce59b0e92e2a9f:0x88207a447982bacc!8m2!3d-23.5597356!4d-46.6449173!16s%2Fg%2F1pp2vj2j4!19sChIJnyou6bBZzpQRzLqCeUR6IIg?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
Auto Mecânica Conceito 1,,,,https://www.google.com/maps/place/Auto+Mec%C3%A2nica+Conceito+1/data=!4m7!3m6!1s0x94ce590825202913:0xf9e843843d53cac0!8m2!3d-23.5591038!4d-46.6306638!16s%2Fg%2F11gfd1whbl!19sChIJEykgJQhZzpQRwMpTPYRD6Pk?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
Oficina Nipobrasileiro,,,,https://www.google.com/maps/place/Oficina+Nipobrasileiro/data=!4m7!3m6!1s0x94ce56918e36076f:0x7654b63e1e5d3cbc!8m2!3d-23.5936583!4d-46.7338917!16s%2Fg%2F1ttpcf21!19sChIJbwc2jpFWzpQRvDxdHj62VHY?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
Oficina Mecanica J.S.S.Linha,,,,https://www.google.com/maps/place/Oficina+Mecanica+J.S.S.Linha/data=!4m7!3m6!1s0x94cefc778ef8109d:0xa349d38d81463c35!8m2!3d-23.4452184!4d-46.7494762!16s%2Fg%2F11c575v1xt!19sChIJnRD4jnf8zpQRNTxGgY3TSaM?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
