name,address,website,phone,source_url,sector,employees_estimate,business_type
Panificadora e Confeitaria Aroma e Sabor,,,,https://www.google.com/maps/place/Panificadora+e+Confeitaria+Aroma+e+Sabor/data=!4m7!3m6!1s0x94f00d31e9cc5fc5:0x4c67940345925d65!8m2!3d-26.0628056!4d-53.0421799!16s%2Fg%2F11fxczg72_!19sChIJxV_M6TEN8JQRZV2SRQOUZ0w?authuser=0&hl=pt-BR&rclk=1,,,
