name,address,website,phone,source_url,sector,employees_estimate,business_type
Agência Zipp - Publicidade e Propaganda,,,,https://www.google.com/maps/place/Ag%C3%AAncia+Zipp+-+Publicidade+e+Propaganda/data=!4m7!3m6!1s0x94f072c2abbda0f5:0xe6bd5631744da5e9!8m2!3d-26.073004!4d-53.041957!16s%2Fg%2F1tfjm8q2!19sChIJ9aC9q8Jy8JQR6aVNdDFWveY?authuser=0&hl=pt-BR&rclk=1,,,
ONNIC DIGITAL,,,,https://www.google.com/maps/place/ONNIC+DIGITAL/data=!4m7!3m6!1s0x94f00d5c55231033:0x59be2b4ee51c2451!8m2!3d-26.078252!4d-53.0453599!16s%2Fg%2F11px0p5pxg!19sChIJMxAjVVwN8JQRUSQc5U4rvlk?authuser=0&hl=pt-BR&rclk=1,,,
Attricon - Assessoria de Marketing Digital para Empresas,,,,https://www.google.com/maps/place/Attricon+-+Assessoria+de+Marketing+Digital+para+Empresas/data=!4m7!3m6!1s0x94f00dcf0c37d465:0x47e286861692fe97!8m2!3d-26.0471552!4d-53.053298!16s%2Fg%2F11l2mgvlkz!19sChIJZdQ3DM8N8JQRl_6SFoaG4kc?authuser=0&hl=pt-BR&rclk=1,,,
DNS Agência Digital,,,,https://www.google.com/maps/place/DNS+Ag%C3%AAncia+Digital/data=!4m7!3m6!1s0x94f00d71199a4527:0xa5d4347d95ca0501!8m2!3d-26.0707891!4d-53.0576801!16s%2Fg%2F11j19dwk5w!19sChIJJ0WaGXEN8JQRAQXKlX001KU?authuser=0&hl=pt-BR&rclk=1,,,
Black Marketing - agencia de marketing -Francisco Beltrão - Pr,,,,https://www.google.com/maps/place/Black+Marketing+-+agencia+de+marketing+-Francisco+Beltr%C3%A3o+-+Pr/data=!4m7!3m6!1s0x94f07343e591ad33:0x313b2106ea6b4e03!8m2!3d-26.0819797!4d-53.051541!16s%2Fg%2F11whmvmb2r!19sChIJM62R5UNz8JQRA05r6gYhOzE?authuser=0&hl=pt-BR&rclk=1,,,
