name,address,website,phone,source_url,sector,employees_estimate,business_type
Panvel Farmácias,,,,https://www.google.com/maps/place/Panvel+Farm%C3%A1cias/data=!4m7!3m6!1s0x94f0736102b4ff93:0x7439ab9de024dd83!8m2!3d-26.079813!4d-53.054283!16s%2Fg%2F11s2j3pc29!19sChIJk_-0AmFz8JQRg90k4J2rOXQ?authuser=0&hl=pt-BR&rclk=1,,,
Droga Raia,,,,https://www.google.com/maps/place/Droga+Raia/data=!4m7!3m6!1s0x94f072d425e24c15:0xd162baccfc34447b!8m2!3d-26.0791199!4d-53.0540588!16s%2Fg%2F11ggzmmbvv!19sChIJFUziJdRy8JQRe0Q0_My6YtE?authuser=0&hl=pt-BR&rclk=1,,,
